benchmark_id ,model             ,file                                                                              ,query_id                                          ,method               ,redundant_tokens ,time_generate_ms    ,time_apply_ms ,total_tokens ,timestamp                  ,is_correct ,iterations
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_extract_isOutsideMonth                        ,full_file_generation ,               0 , 12851.164102554321 ,            0 ,        8524 ,2025-08-17T01:39:03.656219 ,True       ,         1
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,fix_setStyle_key_collection                       ,full_file_generation ,               0 , 15537.511825561523 ,            0 ,        9867 ,2025-08-17T01:39:05.936016 ,True       ,         1
benchmark    ,gpt-o4-mini       ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,fix_setStyle_key_collection                       ,full_file_generation ,              92 , 47511.220932006836 ,            0 ,       10456 ,2025-08-17T01:39:38.208007 ,True       ,         1
benchmark    ,gpt-o4-mini       ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_extract_isOutsideMonth                        ,full_file_generation ,             142 , 56295.12000083923  ,            0 ,       10936 ,2025-08-17T01:39:46.905190 ,True       ,         1
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_extract_isOutsideMonth                        ,full_file_generation ,               0 , 65331.60877227783  ,            0 ,        5918 ,2025-08-17T01:39:55.815995 ,True       ,         1
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,fix_setStyle_key_collection                       ,full_file_generation ,               0 , 69770.73907852173  ,            0 ,        6532 ,2025-08-17T01:40:00.393502 ,True       ,         1
benchmark    ,claude-sonnet-3.7 ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_extract_isOutsideMonth                        ,full_file_generation ,               0 , 78631.82497024536  ,            0 ,        5918 ,2025-08-17T01:40:09.067656 ,True       ,         1
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,refactor_classnames                               ,full_file_generation ,               0 , 65403.1879901886   ,            0 ,        8472 ,2025-08-17T01:40:11.002796 ,True       ,         1
benchmark    ,claude-sonnet-3.7 ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,fix_setStyle_key_collection                       ,full_file_generation ,               0 , 82713.387966156    ,            0 ,        6532 ,2025-08-17T01:40:13.844740 ,True       ,         1
benchmark    ,gpt-o3            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,fix_setStyle_key_collection                       ,full_file_generation ,              92 , 88058.38775634766  ,            0 ,       10200 ,2025-08-17T01:40:18.793025 ,True       ,         1
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_setStyle_diff_and_return                 ,full_file_generation ,               0 , 75891.54720306396  ,            0 ,        9959 ,2025-08-17T01:40:24.857499 ,True       ,         1
benchmark    ,gpt-o4-mini       ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,refactor_classnames                               ,full_file_generation ,             142 , 50691.908836364746 ,            0 ,        9879 ,2025-08-17T01:40:39.355723 ,True       ,         1
benchmark    ,gpt-4o            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_tsdoc_all_methods                             ,full_file_generation ,               0 , 34204.26797866821  ,            0 ,        6481 ,2025-08-17T01:40:47.173088 ,False      ,         1
benchmark    ,gpt-o3            ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_extract_isOutsideMonth                        ,full_file_generation ,             142 ,120001.69706344604  ,            0 ,       11329 ,2025-08-17T01:40:50.443022 ,True       ,         1
benchmark    ,claude-opus-4.1   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,day_extract_isOutsideMonth                        ,full_file_generation ,               0 ,125572.13973999023  ,            0 ,        5918 ,2025-08-17T01:40:56.143540 ,True       ,         1
benchmark    ,gpt-o4-mini       ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/Canvas.ts            ,refactor_setStyle_diff_and_return                 ,full_file_generation ,              92 , 76338.26112747192  ,            0 ,       13215 ,2025-08-17T01:40:56.391483 ,True       ,         1
benchmark    ,claude-sonnet-4   ,/Users/dhruvbhatia/CODE/misc/morph/coding-agent-bench/corpus/day.tsx              ,refactor_classnames                               ,full_file_generation ,               0 , 62494.38214302063  ,            0 ,        5896 ,2025-08-17T01:41:00.079231 ,True       ,         1
